time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
1671829200,1222.39,1218.29,1219.59,18524.99,22602216.65,1222.05,direct,
1671832800,1222.05,1217.77,1222.05,17467.54,21299616.92,1218.66,direct,
1671836400,1220.8,1218.39,1218.66,12831.49,15651434.99,1219.97,direct,
1671840000,1221.26,1219.23,1219.97,7660.92,9348209.7,1219.25,direct,
1671843600,1219.77,1215.47,1219.25,23947.86,29151182.13,1215.63,direct,
1671847200,1217.25,1215.11,1215.63,16825.91,20467397.95,1216.43,direct,
1671850800,1218.63,1216.02,1216.43,12777.69,15557227.06,1218.58,direct,
1671854400,1218.81,1217.05,1218.58,5463.63,6653545.46,1217.38,direct,
1671858000,1217.42,1215.06,1217.38,8621.01,10483675.96,1216.64,direct,
1671861600,1216.81,1214.24,1216.64,6337.87,7704951.96,1216.73,direct,
1671865200,1220.63,1216.44,1216.73,12537.54,15283028.18,1220.32,direct,
1671868800,1220.74,1218.08,1220.32,5545.2,6760506.92,1218.37,direct,
1671872400,1219.03,1216.73,1218.37,6307.49,7682051.1,1218.34,direct,
1671876000,1218.84,1217.98,1218.34,2092.6,2549621.4,1218.14,direct,
1671879600,1220.12,1218.04,1218.14,10009.78,12207056.51,1219.57,direct,
1671883200,1219.57,1217.86,1219.57,5264.42,6415719.35,1217.9,direct,
1671886800,1219.21,1217.84,1217.9,2991.37,3645289.56,1218.1,direct,
1671890400,1219.43,1217.7,1218.1,3997.65,4871471.36,1218.58,direct,
1671894000,1219.19,1217.93,1218.58,3856.5,4698792.76,1218.94,direct,
1671897600,1219.26,1217.61,1218.94,4207.84,5128078.08,1218.77,direct,
1671901200,1219.96,1218.56,1218.77,4851.32,5914993.39,1219.72,direct,
1671904800,1221.78,1219.62,1219.72,8570.54,10462963,1221.6,direct,
1671908400,1226.23,1221.59,1221.6,21996.87,26923800.1,1223.69,direct,
1671912000,1223.91,1221.72,1223.69,8088.7,9889007.79,1221.84,direct,
1671915600,1222.63,1218.57,1221.84,10111.66,12346143.41,1219.13,direct,
1671919200,1219.95,1217.95,1219.13,7592.68,9254616.51,1218.67,direct,
1671922800,1221.77,1218.21,1218.67,7721.87,9420411.7,1220.49,direct,
1671926400,1221.77,1219.71,1220.49,4142.55,5057618.95,1221.54,direct,
1671930000,1223.72,1221.47,1221.54,8356.14,10216498.73,1221.7,direct,
1671933600,1222.08,1219.98,1221.7,4723.45,5766464.27,1220.28,direct,
1671937200,1221.89,1220.14,1220.28,3616.67,4415964.45,1221.19,direct,
1671940800,1221.38,1218.92,1221.19,4308.2,5255836.21,1219.21,direct,
1671944400,1219.34,1215.97,1219.21,13213.2,16087575.37,1218.84,direct,
1671948000,1219.32,1217.99,1218.84,3348.16,4080354.25,1219.18,direct,
1671951600,1220.82,1218.16,1219.18,4649.05,5667923.86,1219.66,direct,
1671955200,1220.41,1219.59,1219.66,3824.95,4666748.03,1220.04,direct,
1671958800,1221.89,1220.03,1220.04,7071.38,8633428.89,1220.91,direct,
1671962400,1221.04,1218.22,1220.91,6036.06,7359565.76,1218.89,direct,
1671966000,1219.23,1217.47,1218.89,5763.57,7021139.99,1217.92,direct,
1671969600,1218.88,1217.15,1217.92,3933.67,4790958.14,1218.32,direct,
1671973200,1218.78,1217.19,1218.32,3461.56,4216023.79,1217.96,direct,
1671976800,1218.17,1200.23,1217.96,65885.9,79427863.5,1213.56,direct,
1671980400,1216.91,1209.79,1213.56,33737.3,40966033.4,1210.97,direct,
1671984000,1212.41,1207.8,1210.97,14017.99,16968460.63,1211.55,direct,
1671987600,1211.97,1209.11,1211.55,8241.53,9978023.64,1209.48,direct,
1671991200,1210.36,1208.24,1209.48,7910.2,9566721.58,1209.2,direct,
1671994800,1209.21,1199.6,1209.2,45444.78,54724740.6,1209.06,direct,
1671998400,1209.12,1204.35,1209.06,13248.58,15985726.13,1206.24,direct,
1672002000,1221.03,1205.76,1206.24,34932.11,42445446.45,1218.45,direct,
1672005600,1221.9,1215.85,1218.45,16919.39,20618615.98,1217.13,direct,
1672009200,1219.04,1215.99,1217.13,11305.8,13764127.29,1218.3,direct,
1672012800,1219.42,1216.69,1218.3,10326.93,12577942.96,1218.24,direct,
1672016400,1221.64,1217.52,1218.24,12112.42,14770295.15,1220.87,direct,
1672020000,1223.41,1219.58,1220.87,10666.62,13026499.14,1221.6,direct,
1672023600,1222.3,1219.47,1221.6,7378.51,9006594.12,1220.69,direct,
1672027200,1222.75,1219.35,1220.69,9147.25,11166045.79,1220.12,direct,
1672030800,1221.97,1219.63,1220.12,8813.26,10757148.42,1219.8,direct,
1672034400,1220.29,1218.36,1219.8,6056.66,7384496.19,1219.04,direct,
1672038000,1221.07,1218.78,1219.04,8327.56,10160159.28,1220.64,direct,
1672041600,1220.96,1218.17,1220.64,5516.34,6726852.14,1219.49,direct,
